FCN,Offense,Analyst,Sufficiency,Anatomical source,AFIS system,AFIS Result,Verified by
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,Becky,,,,,
,,Becky,AQ,IMP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,,,,
FCN: 2018-12540,Theft From Auto (Accessories) (Burglary),DJ,NV,,,,
,,,NRD,,,,
FCN: 2018-12541,Burglary Motor Vehicle (Contents/Not-Part),DJ,NV,,,,
,,,NV,,,,
FCN: 2018-12575,Criminal Mischief (Auto) > $1500,DJ,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-12593,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,Becky,,,,,
FCN: 2018-12595,Burglary Motor Vehicle (Contents/Not-Part),DJ,NV,,,,
FCN: 2018-12596,Burglary Building,Becky,NV,,,,
FCN: 2018-12597,Auto Theft (Truck/Van),Gail,NV,,,,
,,,AQ,FP,Not Entered,,
,,,NV,,,,
,,,AQ,,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,Not Entered,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-12598,Outside Case For Auto Theft (Recovered Inside City,Gail,NV,,,,
,,,NV,,,,
FCN: 2018-12599,Auto Theft (Truck/Van),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,Not Entered,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-12604,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,NAQ,FP,Not Entered,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-12605,Capital Murder,David,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,David,,,,,
FCN: 2018-12609,Burglary Habitation Day,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
FCN: 2018-12610,Attempted Auto Theft (Auto/Car NOT Truck),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,Gail,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NAQ,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-12639,Burglary Building,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,FP,,,
FCN: 2018-12644,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-12645,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,PP,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-12661,Aggravated Assault (Arbitrator),Becky,,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,,,,,
,,,,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-12683,Burglary Building,Becky,NV,,,,
,,,NV,,,,
FCN: 2018-12685,Aggravated Robbery (Deadly Weapon),Cassaundra,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
FCN: 2018-12688,Investigation Homicide,DJ,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
FCN: 2018-12691,Burglary Habitation,Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-12695,Aggravated Sex Assault (Force Intercourse),Gail,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
FCN: 2018-12698,Burglary Building,Becky,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-12710,Burglary Habitation,Gail,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-12765,Burglary Habitation,Cassaundra,NV,,,,
,,,NV,,,,
FCN: 2018-12770,Burglary Habitation,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-12786,Investigation - Burglary and Theft (B&T),David,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-12862,Investigation Homicide,Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NRD,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NRD,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-12891,Burglary Habitation,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-12900,Burglary Building,David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,,,
FCN: 2018-12901,Burglary Habitation,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-12937,Burglary Habitation,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-12940,Burglary Habitation Night,Becky,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-12944,Traffic (Moving) All Other,Todd,,,,,
FCN: 2018-12981,Burglary Motor Vehicle (Contents/Not-Part),David,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
FCN: 2018-12982,Burglary Motor Vehicle (Contents/Not-Part),David,NV,,,,
,,,NV,,,,
FCN: 2018-13025,Aggravated Robbery (Deadly Weapon),Cassaundra,AQ,IMP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13051,Burglary Motor Vehicle (Contents/Not-Part),Gail,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-13055,Burglary Motor Vehicle (Contents/Not-Part),David,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-13108,Burglary Motor Vehicle (Contents/Not-Part),Brenda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NAQ,FP,,,
FCN: 2018-13109,Burglary Habitation,Becky,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-13111,Burglary Building,David,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13116,Auto Theft (Truck/Van),Brenda,NV,,,,
,,,NV,,,,
FCN: 2018-13117,Aggravated Robbery (Home Invasion),Vickie,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
FCN: 2018-13127,Burglary Motor Vehicle (Contents/Not-Part),Brenda,NV,,,,
FCN: 2018-13129,Outside Case For Auto Theft (Recovered Inside City,Brenda,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,Brenda,,,,,
FCN: 2018-13130,Aggravated Assault (Deadly Weapon),Vickie,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13136,Improper Relationship Educator and Student,Becky,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13174,Aggravated Assault (Deadly Weapon),Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,IMP,,,
,,,,,,,
,,,,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13198,Aggravated Robbery (Home Invasion),Becky,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,NV,,,,
FCN: 2018-13246,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,PP,NEC,No Hit,
,,,,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
,,,,IMP,NEC,No Hit,
,,,,IMP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
FCN: 2018-13247,Theft From Auto (Accessories) (Burglary),David,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-13290,Burglary Habitation Night,Becky,NV,,,,
,,,AQ,IMP,MorphoTrack,No Hit,
FCN: 2018-13291,Burglary Habitation,Cassaundra,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,Cassaundra,,,,,
FCN: 2018-13301,Burglary Building,Maranda,NV,,,,
FCN: 2018-13308,Burglary Habitation,Cassaundra,NV,,,,
,,,NV,,,,
FCN: 2018-13378,Capital Murder,Sandy,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
FCN: 2018-13412,Burglary Habitation,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,PAA,
,,,AQ,PP,MorphoTrack,No Hit,
,,,,,NEC,No Hit,
,,,,,NGI,No Hit,
,,,NAQ,FP,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,Cassaundra,,,,,
FCN: 2018-13428,Robbery,Becky,NV,,,,
,,,NV,,,,
FCN: 2018-13431,Burglary Habitation,Maranda,NAQ,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NAQ,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-13436,Burglary Building,Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-13724,Burglary Habitation,Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NRD,,,,
,,,NV,,,,
,,,NAQ,FP,,,
,,,NV,,,,
FCN: 2018-13729,Aggravated Robbery (Deadly Weapon),Becky,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,No Hit,
FCN: 2018-13884,Burglary Building,Gail,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13888,Aggravated Assault (Deadly Weapon),Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,,FP,NEC,,
,,,,FP,NEC,No Hit,
,,,,FP,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13891,Burglary Building,Maranda,NV,,,,
,,,NV,,,,
FCN: 2018-13893,Burglary Motor Vehicle (Contents/Not-Part),Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13894,Burglary Motor Vehicle (Contents/Not-Part),Starla,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-13916,Burglary Habitation,Maranda,NV,,,,
FCN: 2018-13918,Murder,Cassaundra,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-13920,Investigation Homicide,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,,NGI,PAA,
FCN: 2018-13992,Investigation For Auto Theft,Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,JNT,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-13994,Burglary Habitation,Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
FCN: 2018-13995,Burglary Motor Vehicle (Contents/Not-Part),Starla,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14025,Auto Theft (Auto/Car not Truck),Starla,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14026,Burglary Motor Vehicle (Contents/Not-Part),Maranda,NV,,,,
FCN: 2018-14305,Burglary Motor Vehicle (Part of Vehicle),Maranda,NV,,,,
,,,NRD,,,,
FCN: 2018-14352,Burglary Motor Vehicle (Contents/Not-Part),Maranda,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,JNT,,,
,,,NV,,,,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,MorphoTrack,No Hit,
FCN: 2018-14400,Burglary Motor Vehicle (Contents/Not-Part),Maranda,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14443,Burglary Building Time Unknown,Maranda,NV,,,,
,,,NV,,,,
,,,NV,,,,
FCN: 2018-14465,Failure To Stop And Render Aid,Becky,NV,,,,
,,,AQ,PP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NAQ,IMP,,,
FCN: 2018-14548,Burglary Building,Stacie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,NAQ,FP,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,Stacie,,,,,
FCN: 2018-14614,Robbery,Vickie,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,PAA,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
,,,AQ,PP,MorphoTrack,No Hit,
,,,AQ,PP,NEC,No Hit,
,,,AQ,PP,NGI,No Hit,
,,,NV,,,,
,,,AQ,FP,MorphoTrack,No Hit,
,,,AQ,FP,NEC,No Hit,
,,,AQ,FP,NGI,No Hit,
,,,NV,,,,
FCN: 2018-14631,Burglary Motor Vehicle (Contents/Not-Part),Maranda,NV,,,,
,,,AQ,FP,MorphoTrack,PAA,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
,,,NV,,,,
